t,com_x,com_y,com_z
70.44999999999914,0.005576248605363204,0.010632080963529966,0.7466008389556685
70.45999999999914,0.005573627074729549,0.010632209967476885,0.7466104191987484
70.46999999999915,0.005571290193430127,0.01063233178025266,0.7466186623561326
70.47999999999915,0.005569210659038654,0.010632447092652823,0.7466256977613197
70.48999999999916,0.005567364106712625,0.01063255657956342,0.7466316436689254
70.49999999999916,0.005565728489674421,0.010632660848356058,0.7466366070746417
70.50999999999917,0.005564283858655361,0.010632760445426727,0.746640684785637
70.51999999999917,0.005563012162328063,0.010632855862127333,0.7466439643891944
70.52999999999918,0.005561897066726244,0.010632947540134573,0.7466465251292553
70.53999999999918,0.0055609237918458464,0.010633035876311163,0.7466484386996285
70.54999999999919,0.005560078963963393,0.010633121225525214,0.7466497699618029
70.55999999999919,0.005559350481738056,0.010633203905675223,0.7466505775944834
70.5699999999992,0.005558727395073632,0.010633284202078928,0.7466509146813771
70.5799999999992,0.005558199795588037,0.01063336237068824,0.7466508292431051
70.58999999999921,0.005557758717506882,0.010633438640992372,0.7466503647185434
70.59999999999921,0.005557396047988397,0.010633513218636386,0.7466495604004025
70.60999999999922,0.005557104445982827,0.01063358628778329,0.7466484518293965
70.61999999999922,0.005556877268813911,0.010633658013246209,0.7466470711509394
70.62999999999923,0.0055567085057480784,0.010633728542409624,0.7466454474379277
70.63999999999923,0.005556592717886309,0.010633798006960786,0.746643606982838
70.64999999999924,0.005556524983776403,0.010633866524452452,0.7466415735620597
70.65999999999924,0.005556500850202541,0.010633934199709033,0.7466393686750914
70.66999999999925,0.0055565162876582514,0.010634001126093504,0.7466370117610069
70.67999999999925,0.005556567650057468,0.010634067386649817,0.7466345203943374
70.68999999999926,0.005556651638280353,0.010634133055131391,0.7466319104623352
70.69999999999926,0.0055567652671885985,0.010634198196926459,0.7466291963253903
70.70999999999927,0.0055569058357802115,0.0106342628698924,0.7466263909621942
70.71999999999927,0.00555707090018432,0.010634327125107942,0.7466235061011084
70.72999999999928,0.005557258249226491,0.010634391007548538,0.7466205523390482
70.73999999999928,0.005557465882318656,0.010634454556696739,0.7466175392490632
70.74999999999929,0.005557691989454016,0.010634517807089523,0.7466144754776981
70.7599999999993,0.005557934933103781,0.010634580788813477,0.7466113688330984
70.7699999999993,0.005558193231837415,0.010634643527950951,0.7466082263647439
70.7799999999993,0.005558465545500624,0.01063470604697996,0.7466050544356063
70.78999999999931,0.005558750661803012,0.010634768365136247,0.7466018587874518
70.79999999999932,0.005559047484180951,0.010634830498740089,0.7465986445999353
70.80999999999932,0.00555935502081496,0.010634892461489517,0.7465954165440881
70.81999999999933,0.005559672374690139,0.010634954264727615,0.746592178830716
70.82999999999933,0.005559998734602336,0.010635015917680696,0.746588935254208
70.83999999999934,0.005560333367017867,0.010635077427675384,0.7465856892321798
70.84999999999934,0.005560675608707169,0.01063513880033291,0.7465824438413545
70.85999999999935,0.00556102486007692,0.01063520003974887,0.7465792018500357
70.86999999999935,0.005561380579135933,0.010635261148650994,0.7465759657475012
70.87999999999936,0.00556174227603302,0.01063532212854579,0.7465727377706006
70.88999999999936,0.005562109508113595,0.010635382979848422,0.7465695199278343
70.89999999999937,0.00556248187544395,0.010635443702003283,0.7465663140211439
70.90999999999937,0.005562859016760369,0.010635504293591799,0.7465631216656374
70.91999999999938,0.005563240605801484,0.010635564752431553,0.7465599443074429
70.92999999999938,0.005563626347987981,0.010635625075665787,0.7465567832398708
70.93999999999939,0.005564015977416625,0.010635685259845222,0.7465536396180383
70.94999999999939,0.005564409254138442,0.010635745301000666,0.7465505144721144
70.9599999999994,0.005564805961694055,0.010635805194712885,0.7465474087193047
70.9699999999994,0.0055652059048812855,0.01063586493617486,0.7465443231747029
70.97999999999941,0.005565608907734687,0.01063592452024781,0.7465412585611146
70.98999999999941,0.005566014811694676,0.010635983941513273,0.7465382155179509
70.99999999999942,0.005566423473949956,0.010636043194320526,0.7465351946092751
71.00999999999942,0.005566834765935851,0.010636102272830327,0.7465321963310977
71.01999999999943,0.005567248571974005,0.010636161171055425,0.7465292211179693
71.02999999999943,0.0055676647880405555,0.010636219882896708,0.746526269348959
71.03999999999944,0.005568083320649905,0.01063627840217777,0.7465233413530644
71.04999999999944,0.0055685040858435494,0.010636336722676127,0.7465204374141078
71.05999999999945,0.005568927008274735,0.01063639483815009,0.7465175577751683
71.06999999999945,0.005569352020378242,0.010636452742366943,0.7465147026426031
71.07999999999946,0.005569779061619117,0.010636510429124984,0.7465118721896784
71.08999999999946,0.005570208077811861,0.010636567892277253,0.7465090665598638
71.09999999999947,0.005570639020503293,0.010636625125751135,0.7465062858698107
71.10999999999947,0.0055710718464144545,0.010636682123566736,0.7465035302120531
71.11999999999948,0.0055715065169344965,0.010636738879853896,0.7465007996574508
71.12999999999948,0.0055719429976630545,0.010636795388866822,0.7464980942573992
71.13999999999949,0.005572381257995045,0.010636851644998965,0.7464954140458337
71.1499999999995,0.005572821270745694,0.010636907642795216,0.7464927590410433
71.1599999999995,0.005573263011810693,0.010636963376963042,0.7464901292473086
71.1699999999995,0.005573706459858977,0.010637018842382884,0.7464875246563896
71.17999999999951,0.0055741515960549375,0.01063707403411684,0.7464849452488672
71.18999999999951,0.005574598403807217,0.010637128947416684,0.7464823909953588
71.19999999999952,0.005575046868541576,0.010637183577731085,0.7464798618576192
71.20999999999952,0.005575496977496385,0.010637237920711258,0.7464773577895351
71.21999999999953,0.005575948719537199,0.010637291972215105,0.7464748787380203
71.22999999999954,0.005576402084990349,0.010637345728312844,0.746472424643831
71.23999999999954,0.005576857065492249,0.010637399185289236,0.7464699954422989
71.24999999999955,0.005577313653854233,0.010637452339646004,0.7464675910639916
71.25999999999955,0.005577771843940738,0.010637505188104518,0.7464652114353111
71.26999999999956,0.0055782316305630604,0.010637557727570262,0.7464628564790329
71.27999999999956,0.005578693009377731,0.010637609955169092,0.7464605261147896
71.28999999999957,0.005579155976798218,0.010637661868250218,0.7464582202595084
71.29999999999957,0.005579620529916314,0.010637713464384217,0.7464559388278041
71.30999999999958,0.005580086666431293,0.010637764741362486,0.7464536817323302
71.31999999999958,0.005580554384587201,0.010637815697193059,0.7464514488840958
71.32999999999959,0.005581023683116295,0.010637866330099752,0.7464492401927495
71.33999999999959,0.00558149456118951,0.010637916638516773,0.7464470555668299
71.3499999999996,0.005581967018371838,0.010637966621086,0.7464448949139937
71.3599999999996,0.005582441054582925,0.010638016276652411,0.7464427581412154
71.3699999999996,0.005582916670062303,0.010638065604259313,0.7464406451549646
71.37999999999961,0.005583393865338524,0.01063811460314344,0.7464385558613644
71.38999999999962,0.005583872641201738,0.010638163272729758,0.746436490166331
71.39999999999962,0.0055843529986802235,0.010638211612625046,0.7464344479756925
71.40999999999963,0.00558483493901861,0.0106382596226134,0.7464324291952984
71.41999999999963,0.005585318463674904,0.010638307302518113,0.7464304337311097
71.42999999999964,0.005585803574289847,0.010638354652318651,0.7464284614892819
71.43999999999964,0.0055862902726696185,0.010638401672168514,0.746426512376226
71.44999999999965,0.005586778560773572,0.010638448362386607,0.746424586298671
71.45999999999965,0.005587268440703007,0.010638494723449745,0.746422683163708
71.46999999999966,0.005587759914691721,0.010638540755984078,0.7464208028788304
71.47999999999966,0.005588252985096979,0.010638586460757255,0.746418945351965
71.48999999999967,0.005588747654391957,0.010638631838669798,0.746417110491495
71.49999999999967,0.005589243925158514,0.010638676890748733,0.7464152982062783
71.50999999999968,0.005589741800080623,0.010638721618137654,0.7464135084056575
71.51999999999968,0.005590241281938473,0.01063876602209067,0.7464117409994693
71.52999999999969,0.005590742373602302,0.010638810103964,0.746409995898042
71.5399999999997,0.005591245078027376,0.010638853865208235,0.7464082730121966
71.5499999999997,0.005591749398248002,0.01063889730736148,0.7464065722532385
71.5599999999997,0.005592255337372348,0.010638940432041836,0.7464048935329484
71.56999999999971,0.005592762898576887,0.010638983240940795,0.7464032367635696
71.57999999999971,0.005593272085100666,0.010639025735815927,0.7464016018577941
71.58999999999972,0.005593782900239542,0.010639067918485049,0.7463999887287437
71.59999999999972,0.005594295347340174,0.010639109790818209,0.7463983972899512
71.60999999999973,0.005594809429793638,0.010639151354733012,0.7463968274553391
71.61999999999973,0.005595325151028617,0.010639192612188446,0.7463952791391992
71.62999999999974,0.005595842514504563,0.010639233565178296,0.7463937522561656
71.63999999999974,0.005596361523704167,0.010639274215726647,0.7463922467211941
71.64999999999975,0.005596882182125655,0.010639314565882654,0.7463907624495333
71.65999999999976,0.005597404493274468,0.010639354617715095,0.7463892993567026
71.66999999999976,0.00559792846065503,0.010639394373307517,0.7463878573584619
71.67999999999977,0.005598454087761423,0.010639433834754382,0.7463864363707898
71.68999999999977,0.00559898137806806,0.010639473004157622,0.7463850363098532
71.69999999999978,0.005599510335020036,0.010639511883620861,0.746383657091983
71.70999999999978,0.005600040962022799,0.010639550475248111,0.7463822986336484
71.71999999999979,0.005600573262431745,0.01063958878113952,0.7463809608514296
71.72999999999979,0.005601107239541251,0.010639626803388485,0.7463796436619926
71.7399999999998,0.005601642896573779,0.01063966454407897,0.7463783469820657
71.7499999999998,0.005602180236668108,0.010639702005283342,0.7463770707284137
71.7599999999998,0.00560271926286785,0.010639739189059964,0.7463758148178145
71.76999999999981,0.005603259978109394,0.010639776097451707,0.7463745791670362
71.77999999999982,0.005603802385209852,0.010639812732484566,0.7463733636928146
71.78999999999982,0.005604346486854609,0.010639849096166163,0.7463721683118336
71.79999999999983,0.005604892285585241,0.010639885190484734,0.7463709929407015
71.80999999999983,0.00560543978378667,0.010639921017408854,0.7463698374959341
71.81999999999984,0.005605988983674959,0.010639956578886129,0.7463687018939351
71.82999999999984,0.005606539887284641,0.010639991876843622,0.7463675860509789
71.83999999999985,0.005607092496456069,0.010640026913188312,0.7463664898831919
71.84999999999985,0.005607646812823551,0.010640061689805637,0.7463654133065408
71.85999999999986,0.005608202837802438,0.010640096208561713,0.7463643562368141
71.86999999999986,0.005608760572577433,0.010640130471303431,0.7463633185896102
71.87999999999987,0.00560932001809072,0.010640164479858352,0.7463623002803252
71.88999999999987,0.005609881175029961,0.01064019823603721,0.7463613012241402
71.89999999999988,0.005610444043817506,0.010640231741633565,0.7463603213360119
71.90999999999988,0.005611008624598915,0.010640264998425818,0.7463593605306623
71.91999999999989,0.005611574917232405,0.010640298008179316,0.74635841872257
71.9299999999999,0.005612142921278516,0.010640330772647087,0.7463574958259636
71.9399999999999,0.005612712635990498,0.010640363293572106,0.7463565917548141
71.9499999999999,0.005613284060304897,0.010640395572688392,0.7463557064228303
71.95999999999991,0.005613857192832511,0.010640427611723803,0.7463548397434536
71.96999999999991,0.005614432031850511,0.01064045941240021,0.7463539916298528
71.97999999999992,0.005615008575294142,0.010640490976438403,0.7463531619949241
71.98999999999992,0.005615586820750046,0.01064052230555757,0.7463523507512865
71.99999999999993,0.005616166765449467,0.010640553401478778,0.7463515578112815
72.00999999999993,0.005616748406262404,0.010640584265926739,0.7463507830869718
72.01999999999994,0.00561733173969236,0.01064061490063196,0.7463500264901435
72.02999999999994,0.005617916761871807,0.010640645307332873,0.7463492879323054
72.03999999999995,0.0056185034685583375,0.010640675487778086,0.7463485673246909
72.04999999999995,0.005619091855131514,0.010640705443728336,0.7463478645782609
