t,Mx,My,Mz,Fx,Fy,Fz
0.0,3.252241175450825,-1.698422534774458,0.07663127156890198,0.41023374790051403,0.5066738629173048,369.70285991048377
0.01,3.4441516162140093,-1.762525844057564,0.09924361163725806,0.24274257101111738,0.38631115998646226,372.19286043340475
0.02,3.396068665169733,3.7571765113643067,-0.023628807866564856,-0.04391721179976082,0.10761918680067846,410.21992413618625
0.03,4.2608173076398455,-1.4527113258276947,0.20401080805370514,-0.3794644465075147,-0.03189356202375744,375.13163222929245
0.04,4.284888596383262,-1.3347575520212893,0.2332548116298403,-0.3447751437286883,-0.02808653059658015,376.9660631680142
0.05,4.306778062475459,-1.2271638638477573,0.26235814565829846,-0.31341400408873776,-0.02467468798065382,378.6258183167223
0.060000000000000005,4.3265724373921435,-1.1291417692771564,0.29127581866064456,-0.2851126228126695,-0.022041815040509383,380.1333691641403
0.07,4.3443657610804385,-1.0399539460561948,0.3199755529310465,-0.2595771878987948,-0.020036628320153346,381.50289529681106
0.08,4.360474753265667,-0.9589211701678162,0.3484211657534448,-0.23650874744940448,-0.018383017229736093,382.74290689677514
0.09,4.375354192471735,-0.8854067411187937,0.37655243524129023,-0.21559562212360384,-0.016601545614984965,383.85961869561845
0.09999999999999999,4.389007887107864,-0.8187817650707733,0.4043066339016186,-0.19667207861196573,-0.014844861841441884,384.86719091428756
0.10999999999999999,4.4014925182979,-0.7584586862745328,0.4316287554547862,-0.1795708575275213,-0.01318585425063613,385.7768092242294
0.11999999999999998,4.412899979379147,-0.7038898072796724,0.45846699651271217,-0.16412526374419173,-0.011620639167214284,386.5977997318246
0.12999999999999998,4.423286405764842,-0.6545400774830645,0.4848105805399616,-0.15020217552552695,-0.010170545548231573,387.33840866350437
0.13999999999999999,4.43233523126228,-0.6099292573765798,0.5105538649723036,-0.1376429638779398,-0.009134275744663176,388.002568099035
0.15,4.440620448644118,-0.5696719106675432,0.5356494202941323,-0.12628639383611567,-0.007913798021171604,388.60035480238713
0.16,4.44820129277894,-0.5333841149213794,0.5600742263414138,-0.11605114606718085,-0.006613854125190542,389.13933282788446
0.17,4.455231210132956,-0.5006849614149083,0.5837470072621351,-0.10690038020451163,-0.005450753232864771,389.63268288552615
0.18000000000000002,4.461748131878068,-0.47121090662546133,0.6066638939874109,-0.09872287794951334,-0.004527361126146346,390.08613804927984
0.19000000000000003,4.4676961820635865,-0.4446426947773452,0.6288461613899065,-0.09135106682979319,-0.0036867787956619425,390.49567399668615
0.20000000000000004,4.47312103803271,-0.42069994724031917,0.6502614943611218,-0.0847072315828775,-0.0029221258956079067,390.865460416886
0.21000000000000005,4.478104108574093,-0.399129316585915,0.6708720313848788,-0.07873073583832874,-0.0022416367034902604,391.2009856930597
0.22000000000000006,4.482674961384111,-0.3796980407416052,0.6906590163672774,-0.07334407143206328,-0.001611725427946304,391.50441776541396
0.23000000000000007,4.48684951453766,-0.36219799350049153,0.7096082588471133,-0.06848130838776172,-0.0010180601178944998,391.7779028510878
0.24000000000000007,4.4906500259436966,-0.3464355133553024,0.7276867642642888,-0.06409404456842033,-0.00046219863823836844,392.0241504937226
0.25000000000000006,4.494101782203547,-0.3322381028315381,0.7448684104911131,-0.06013881182614222,5.411174359116035e-05,392.24579825055196
0.26000000000000006,4.497227670707394,-0.3194497788201449,0.7611311993048784,-0.0565764987654219,0.0005294951389367593,392.44523874622814
0.2700000000000001,4.500047633988785,-0.3079311919738222,0.776453977946211,-0.053369833630904855,0.0009615383229929632,392.62464134246363
0.2800000000000001,4.502580198954549,-0.2975552862219143,0.7908185313301652,-0.05048627091518561,0.0013495565501758663,392.78595419452733
0.2900000000000001,4.504842622144155,-0.2882072636414267,0.8042087881991784,-0.047896234990248365,0.0016932344243273563,392.93094578129444
0.3000000000000001,4.506851707813845,-0.2797837848602987,0.8166101746704124,-0.04557239797489735,0.0019936998802874474,393.0612138937459
0.3100000000000001,4.508618084481934,-0.2721914381979057,0.82800974373673,-0.043489985010775285,0.002247778040761404,393.17820017562843
0.3200000000000001,4.510122225653058,-0.2653442135095258,0.838391833542901,-0.04162757156234756,0.002424198844627276,393.2832014621023
0.3300000000000001,4.511402299708231,-0.25916765991509766,0.847755313468648,-0.0399619301141237,0.002553380875466845,393.377396535705
0.34000000000000014,4.512491345447275,-0.2535934614404428,0.8560948669483026,-0.038473999315464955,0.0026599173948737617,393.46184741070584
0.35000000000000014,4.513399706134097,-0.24855861128518267,0.8634069780526193,-0.037148339934362076,0.0027447726427777775,393.53750832399453
0.36000000000000015,4.51413673567812,-0.24400673933820785,0.8696880290041799,-0.0359704064887398,0.002809043628797068,393.6052398430867
0.37000000000000016,4.514710918513035,-0.23989237569770036,0.8749267390639187,-0.03492245915789105,0.002853945143192646,393.665818078111
0.38000000000000017,4.515130353627546,-0.23617076895536462,0.8791225601446322,-0.0339919503920525,0.002880901843890965,393.71994221907806
0.3900000000000002,4.515402452891831,-0.23280164319709312,0.8822765163649929,-0.033167500539391874,0.002891414790528948,393.76824260615365
0.4000000000000002,4.515533984898304,-0.22974876363252766,0.884391168624926,-0.03243879849387204,0.0028870364291301255,393.8112875121154
0.4100000000000002,4.515531115463883,-0.2269795444350968,0.8854705808118023,-0.03179651020460076,0.0028693494565622613,393.84958926002525
0.4200000000000002,4.5153994470217125,-0.22446469469990937,0.8855202869261368,-0.031232194382122564,0.0028399488769852675,393.8836097373696
0.4300000000000002,4.5151440525255335,-0.22217790016897734,0.8845472585387923,-0.03073822505749696,0.0028004274774373174,393.9137653634239
